StockCode,recommended_StockCode,recommended_Description,similarity_score,rank
17109A,17011E,ORIGAMI OPIUM SCENT INCENSE+FLOWER,0.9612,8
17109A,22864,MUG AND COASTER SET RED CIRCLES,0.9612,9
17109A,35822B,"ACRYLIC BEAD CHAIN, BLUE",0.9612,10
17109B,17109C,FLOWER FAIRY INCENSE ROSE,0.9985,1
17109B,37379B,BLUE CHERRY BLOSSOM CUP & SAUCER,0.9963,2
17109B,37351,ORANGE FLOWER MUG,0.9962,3
17109B,20800,LARGE GLASS SUNDAE DISH CLEAR,0.9962,4
17109B,37352,BIRD IN TREE MUG,0.9962,5
17109B,47503E,ASS FLORAL PRINT SCISSORS,0.9962,6
17109B,16044,POP-ART FLUORESCENT PENS,0.9962,7
17109B,20776,ABSTRACT CIRCLES NOTEBOOK,0.9962,8
17109B,20775,DAISY NOTEBOOK,0.9962,9
17109B,21092,SET/6 STRAWBERRY PAPER PLATES,0.9961,10
17109C,17109B,FLOWER FAIRY INCENSE LAVENDER,0.9985,1
17109C,20993,JAZZ HEARTS MEMO PAD,0.9913,2
17109C,37351,ORANGE FLOWER MUG,0.9912,3
17109C,20729,RED SPOTTY CANDY BAG,0.9912,4
17109C,20800,LARGE GLASS SUNDAE DISH CLEAR,0.9912,5
17109C,37352,BIRD IN TREE MUG,0.9912,6
17109C,47503E,ASS FLORAL PRINT SCISSORS,0.9912,7
17109C,20653,CHERRY BLOSSOM LUGGAGE TAG,0.9912,8
17109C,37379B,BLUE CHERRY BLOSSOM CUP & SAUCER,0.9912,9
17109C,16044,POP-ART FLUORESCENT PENS,0.9912,10
17109D,72755C,FLOWER FAIRY OIL BURNER SET ROSE,0.9628,1
17109D,72755D,FLOWER FAIRY OIL BURNER SET SUMMER,0.9562,2
17109D,51020A,SUMMER FUN DESIGN SHOWER CAP,0.935,3
17109D,85221,ASSORTED COLOUR SILK COIN PURSE,0.8857,4
17109D,17109A,FLOWER FAIRY INCENSE LILY,0.8624,5
17109D,84726,LILLIES CANVAS PICTURE,0.8445,6
17109D,84631,FRUIT TREE AND BIRDS WALL PLAQUE,0.8434,7
17109D,72754A,FLOWER FAIRY POTPOURRI CUSHION LILY,0.8408,8
17109D,84869,CANDY BUTTON PHOTO ALBUM,0.839,9
17109D,84601A,NEW BAROQUE IVORY CUSHION COVER,0.8373,10
17129C,40002,WHITE BAMBOO RIBS LAMPSHADE,0.9963,1
17129C,84464,S/60 PINK FLUFFY CHICKS IN BOX,0.9864,2
17129C,17129F,DEEP BLUE GLASS GEMS IN BAG,0.9843,3
17129C,79329,PINK FLOCK GLASS CANDLEHOLDER,0.9827,4
17129C,21321,GLASS CHALICE BLUE  LARGE,0.9716,5
17129C,47351B,BLUE  VOILE LAMPSHADE,0.9579,6
17129C,37485,ENGLISH ROSE TEA SET IN GIFT BOX,0.9521,7
17129C,84509C,DOTTY PLACEMATS,0.9451,8
17129C,84499,BLACK FLOWER CANDLE PLATE,0.9359,9
17129C,21774,DECORATIVE CATS BATHROOM BOTTLE,0.9245,10
17129D,79029,GLASS HONEYPOT WASP CATCHER,0.8187,1
17129D,72741,GRAND CHOCOLATECANDLE,0.7273,2
17129D,40002,WHITE BAMBOO RIBS LAMPSHADE,0.5967,3
17129D,17129C,SKY BLUE COLOUR GLASS GEMS IN BAG,0.5964,4
17129D,84464,S/60 PINK FLUFFY CHICKS IN BOX,0.5963,5
17129D,17129F,DEEP BLUE GLASS GEMS IN BAG,0.589,6
17129D,79329,PINK FLOCK GLASS CANDLEHOLDER,0.5886,7
17129D,21321,GLASS CHALICE BLUE  LARGE,0.582,8
17129D,47351B,BLUE  VOILE LAMPSHADE,0.5738,9
17129D,37485,ENGLISH ROSE TEA SET IN GIFT BOX,0.5701,10
17129F,40002,WHITE BAMBOO RIBS LAMPSHADE,0.9857,1
17129F,17129C,SKY BLUE COLOUR GLASS GEMS IN BAG,0.9843,2
17129F,84464,S/60 PINK FLUFFY CHICKS IN BOX,0.976,3
17129F,79329,PINK FLOCK GLASS CANDLEHOLDER,0.9723,4
17129F,21321,GLASS CHALICE BLUE  LARGE,0.9613,5
17129F,47351B,BLUE  VOILE LAMPSHADE,0.9478,6
17129F,37485,ENGLISH ROSE TEA SET IN GIFT BOX,0.9417,7
17129F,84509C,DOTTY PLACEMATS,0.935,8
17129F,40001,WHITE BAMBOO RIBS LAMPSHADE,0.9347,9
17129F,84499,BLACK FLOWER CANDLE PLATE,0.9245,10
17136A,79157V,UBO-LIGHT TRIOBASE PURPLE,0.3286,1
17136A,35603B,S/16 BLACK SHINY/MAT BAUBLES,0.2465,2
17136A,21382,SET/4 SPRING FLOWER DECORATION,0.2394,3
17136A,72133,COLUMBIAN CANDLE RECTANGLE,0.2317,4
17136A,22268,EASTER DECORATION SITTING BUNNY,0.2176,5
17136A,90142D,MOP PENDANT SHELL NECKLACE,0.2025,6
17136A,90180A,BLACK+WHITE NECKLACE W TASSEL,0.2025,7
17136A,22286,"DECORATION , WOBBLY RABBIT , METAL",0.1787,8
17136A,85194S,HANGING SPRING FLOWER EGG SMALL,0.1717,9
17136A,84762C,GREEN PICNIC BARBECUE BUCKET,0.1703,10
17164B,84720,DOT MATRIX CANVAS ART PICTURE,0.7619,1
17164B,16207B,PINK HEART RED HANDBAG,0.7601,2
17164B,22104,MIRROR MOSAIC CANDLE PLATE,0.75,3
17164B,17013C,ORIGAMI LAVENDER INCENSE IN TUBE,0.7441,4
17164B,72225D,VANILLA SCENT CAKE CANDLE,0.743,5
17164B,84509E,CAROUSEL PLACEMATS,0.7383,6
17164B,72232,FENG SHUI PILLAR CANDLE,0.7316,7
17164B,72801D,S/4 SKY BLUE DINNER CANDLES,0.731,8
17164B,84858B,BLUE RIVIERA HANDBAG,0.7276,9
17164B,21040,MODERN VINTAGE COTTON SHOPPING BAG,0.7252,10
17164D,17165B,ASS COL LARGE SAND GECKO P'WEIGHT,0.6492,1
17164D,17164B,ASS COL SMALL SAND GECKO P'WEIGHT,0.641,2
17164D,17011C,ORIGAMI LAVENDER INCENSE+FLOWER,0.6404,3
17164D,17011E,ORIGAMI OPIUM SCENT INCENSE+FLOWER,0.6404,4
17164D,22864,MUG AND COASTER SET RED CIRCLES,0.6404,5
17164D,35822B,"ACRYLIC BEAD CHAIN, BLUE",0.6404,6
17164D,35822P,"ACRYLIC BEAD CHAIN, PINK",0.6404,7
17164D,79308B,MOSAIC CANDLE DISH BLUE PURPLE,0.6404,8
17164D,84857B,BLUE MONTE CARLO HANDBAG,0.6404,9
17164D,84908B,BLUE 5 PATCH FLOWER CUSHION COVER,0.6404,10
17165B,35955,SMALL FOLKART CHRISTMAS TREE DEC,0.8981,1
17165B,90085,CRYSTAL STILETTO PHONE CHARM,0.8659,2
17165B,90092,BLUE CRYSTAL BOOT PHONE CHARM,0.8545,3
17165B,17165D,ASS COL LARGE SAND FROG P'WEIGHT,0.7852,4
17165B,90088,CRYSTAL KEY+LOCK PHONE CHARM,0.777,5
17165B,90087,CRYSTAL SEA HORSE PHONE CHARM,0.7443,6
17165B,35931,PINK STAR CHRISTMAS DECORATION,0.7097,7
17165B,90090,PINK CRYSTAL HEART PHONE CHARM,0.6951,8
17165B,90084,PINK CRYSTAL GUITAR PHONE CHARM,0.6674,9
17165B,17164D,ASS COL SMALL SAND FROG P'WEIGHT,0.6492,10
17165D,17165B,ASS COL LARGE SAND GECKO P'WEIGHT,0.7852,1
17165D,90125A,PINK BERTIE GLASS BEAD BAG CHARM,0.605,2
17165D,35955,SMALL FOLKART CHRISTMAS TREE DEC,0.5731,3
17165D,90125C,TURQUOISE BERTIE GLASS BEAD CHARM,0.5653,4
17165D,90125D,PURPLE BERTIE GLASS BEAD BAG CHARM,0.5618,5
17165D,90085,CRYSTAL STILETTO PHONE CHARM,0.5509,6
17165D,90092,BLUE CRYSTAL BOOT PHONE CHARM,0.5409,7
17165D,17178,FLAT PALM T-LIGHT HOLDER,0.513,8
17165D,17164D,ASS COL SMALL SAND FROG P'WEIGHT,0.5012,9
17165D,90088,CRYSTAL KEY+LOCK PHONE CHARM,0.4909,10
17174,90128C,GREEN LEAVES AND BEADS PHONE CHARM,0.9619,1
17174,90128B,BLUE LEAVES AND BEADS PHONE CHARM,0.9431,2
17174,90128A,PINK LEAVES AND BEADS PHONE CHARM,0.923,3
17174,90126C,AMBER BERTIE MOBILE PHONE CHARM,0.9096,4
17174,90126A,PINK BERTIE MOBILE PHONE CHARM,0.9069,5
17174,90116,FRUIT SALAD BAG CHARM,0.6195,6
17174,90115,SUMMER BUTTERFLIES BAG CHARM,0.5283,7
17174,90129A,PINK GLASS TASSLE BAG CHARM,0.5234,8
17174,90129F,RED GLASS TASSLE BAG CHARM,0.4594,9
17174,90092,BLUE CRYSTAL BOOT PHONE CHARM,0.2115,10
17178,37413,ICON MUG REVOLUTIONARY,0.6201,1
17178,21065,BOOM BOX SPEAKER GIRLS,0.5755,2
17178,16168S,FUNKY MONKEY GIFT BAG SMALL,0.5417,3
17178,84387A,BIRD ON BRANCH CANVAS SCREEN,0.5406,4
17178,75178,ASSTD COL BUTTERFLY/CRYSTAL W/CHIME,0.5403,5
17178,71510,SQUARE METAL CANDLEHOLDER BASE,0.5395,6
17178,84858A,NATURAL RIVIERA HANDBAG,0.5369,7
17178,72793,BLACK BOX MIRROR LANTERN,0.5361,8
17178,90125C,TURQUOISE BERTIE GLASS BEAD CHARM,0.5329,9
17178,90125D,PURPLE BERTIE GLASS BEAD BAG CHARM,0.5297,10
17181,21562,HAWAIIAN GRASS SKIRT,0.3718,1
17181,84798B,PURPLE FOXGLOVE ARTIIFCIAL FLOWER,0.3695,2
17181,84849D,HOT BATHS SOAP HOLDER,0.3552,3
17181,17084R,ASSORTED INCENSE PACK,0.3531,4
17181,84522,PINK PARTY SUNGLASSES,0.3517,5
17181,22936,BAKING MOULD ROSE WHITE CHOCOLATE,0.3443,6
17181,20715,LITTLE FLOWER SHOPPER BAG,0.341,7
17181,37345,ASSTD HEARTS DESIGN MUGS,0.3396,8
17181,20913,SET/5 BLUE SPOTTY LID GLASS BOWLS,0.3395,9
17181,23046,PAPER LANTERN 9 POINT DELUXE STAR,0.3386,10
17191A,20895,VINTAGE NOTEBOOK FRENCH LETTER,0.466,1
17191A,21736,GOLD SCROLL GLASS T-LIGHT HOLDER,0.4023,2
17191A,84608,ORNATE EDWARDIAN CANDLE HOLDER,0.3556,3
17191A,90157,RIVIERA NECKLACE,0.3484,4
17191A,35645,VINTAGE BEAD PINK JEWEL BOX,0.2878,5
17191A,20618,QUEEN OF THE SKIES PASSPORT COVER,0.2604,6
17191A,82095,HEART BUTTONS JEWELLERY BOX,0.2472,7
17191A,16169A,WRAP CHRISTMAS DECOUPAGE,0.241,8
17191A,16215,FUNKY GIRLZ MAGNETIC TO DO LIST,0.2363,9
17191A,51012L,"FEATHER DUSTER, LIGHT PINK",0.2205,10
18007,17164B,ASS COL SMALL SAND GECKO P'WEIGHT,0.5271,1
18007,17164D,ASS COL SMALL SAND FROG P'WEIGHT,0.4068,2
18007,17165D,ASS COL LARGE SAND FROG P'WEIGHT,0.2009,3
18007,62094B,TURQ ICE CREAM BUM BAG,0.188,4
18007,21319,GLASS CHALICE GREEN  SMALL,0.1853,5
18007,79328,BLUE FLOCK GLASS CANDLEHOLDER,0.1831,6
18007,72800D,S/4 BLUE DINNER CANDLE SILVER FLOCK,0.1766,7
18007,17165B,ASS COL LARGE SAND GECKO P'WEIGHT,0.1729,8
18007,22719,"GUMBALL COATHOOK., BLACK & WHITE",0.1657,9
18007,72800C,S/4 PINK DINNER CANDLE SILVER FLOCK,0.1634,10
18010,35999,S/6 SCANDINAVIAN HEART T-LIGHT,0.8371,1
18010,84876C,SILVER HEART COMPACT MIRROR,0.7139,2
18010,84857A,SILVER MONTE CARLO HANDBAG,0.3108,3
18010,90122C,TURQUOISE CRYSTAL+GLASS BRACELET,0.2719,4
18010,82011E,"BATHROOM SCALES, FAG BREAK",0.2466,5
18010,90034,WHITE SILVER NECKLACE SHELL GLASS,0.222,6
18010,20879,TREE OF NOAH FESTIVE SCENTED CANDLE,0.2086,7
18010,90198A,VINTAGE ROSE BEAD BRACELET RASPBERR,0.2047,8
18010,90004A,JADE GREEN PAIR ENAMEL HAIR SLIDES,0.1744,9
18010,35973,GERANIUM FOLKART HEART DECORATION,0.172,10
18094C,71510,SQUARE METAL CANDLEHOLDER BASE,0.8128,1
18094C,72793,BLACK BOX MIRROR LANTERN,0.8088,2
18094C,84387A,BIRD ON BRANCH CANVAS SCREEN,0.7932,3
18094C,75178,ASSTD COL BUTTERFLY/CRYSTAL W/CHIME,0.7926,4
18094C,85230E,STRAWBRY SCENTED VOTIVE CANDLE,0.7905,5
18094C,84858A,NATURAL RIVIERA HANDBAG,0.7878,6
18094C,79144C,PAINTED LIGHTBULB RAINBOW DESIGN,0.7862,7
18094C,90125C,TURQUOISE BERTIE GLASS BEAD CHARM,0.7819,8
18094C,90125D,PURPLE BERTIE GLASS BEAD BAG CHARM,0.7771,9
18094C,21065,BOOM BOX SPEAKER GIRLS,0.776,10
18096C,20952,PORCELAIN CHERUB BELL SMALL,0.91,1
18096C,23568,EGG CUP HENRIETTA HEN CREAM,0.881,2
18096C,21844,RETRO SPOT MUG,0.8781,3
18096C,21531,RETRO SPOT SUGAR JAM BOWL,0.8765,4
18096C,23566,EGG CUP MILKMAID HEIDI,0.872,5
18096C,22361,GLASS JAR DAISY FRESH COTTON WOOL,0.8679,6
18096C,23437,50'S CHRISTMAS GIFT BAG LARGE,0.8601,7
18096C,20828,GLITTER BUTTERFLY CLIPS,0.8573,8
18096C,22713,CARD I LOVE LONDON,0.8563,9
18096C,21535,RETRO SPOT SMALL MILK JUG,0.8524,10
18097A,90154,LAZER CUT NECKLACE W PASTEL BEADS,0.4494,1
18097A,35930,PINK HEART CHRISTMAS DECORATION,0.4472,2
18097A,35974,S/6 CHRISTMAS TREE PLACE SETTING,0.4472,3
18097A,90149,SILVER FLOWR PINK SHELL NECKLACE,0.4456,4
18097A,72803A,ROSE SCENT CANDLE JEWELLED DRAWER,0.4394,5
18097A,22071,SMALL RETRO SPOT MUG IN BOX  WHITE,0.4252,6
18097A,22070,SMALL RETRO SPOT MUG IN BOX  RED,0.4169,7
18097A,23072,MARIE ANTOINETTE TRINKET BOX SILVER,0.3969,8
18097A,37479P,CUBIC MUG FLOCK PINK ON BROWN,0.3949,9
18097A,16010,FOLDING CAMPING SCISSOR W/KNIF & S,0.3893,10
18097B,46775A,BUBBLE GUM CHUNKY KNITTED THROW,0.4588,1
18097B,90042A,FRESHWATER PEARL BRACELET GOLD,0.4313,2
18097B,90042C,FRESHWATER PEARL BRACELET IVORY,0.3943,3
18097B,90200A,PURPLE SWEETHEART BRACELET,0.3475,4
18097B,84886,BLUE METAL WALL SHELF,0.3338,5
18097B,90200B,BLACK SWEETHEART BRACELET,0.2948,6
18097B,90022,EDWARDIAN DROP EARRINGS JET BLACK,0.2935,7
18097B,20860,GOLD COSMETICS BAG WITH BUTTERFLY,0.2836,8
18097B,90200C,BLUE SWEETHEART BRACELET,0.2649,9
18097B,45014,FOLDING SHIRT TIDY,0.2294,10
18097C,21709,FOLDING UMBRELLA  CHOC/WHITE  SPOT,0.4232,1
18097C,21707,"FOLDING UMBRELLA , BLACK/BLUE  SPOT",0.4115,2
18097C,21439,BASKET OF TOADSTOOLS,0.3906,3
18097C,21312,LARGE CHUNKY GLASS ROMAN BOWL,0.3752,4
18097C,10135,COLOURING PENCILS BROWN TUBE,0.3713,5
18097C,85103,SILVER T-LIGHT SETTING,0.3447,6
18097C,21316,SMALL CHUNKY GLASS ROMAN  BOWL,0.3014,7
18097C,21869,POTTING SHED COFFEE MUG,0.286,8
18097C,85114B,IVORY ENCHANTED FOREST PLACEMAT,0.2268,9
18097C,20678,LARGE BLACK DIAMANTE HAIRSLIDE,0.2012,10
18098A,85023A,CRYSTAL LARGE JEWELLED PHOTO FRAME,0.7206,1
18098A,20858,SILVER PURSE GOLD PINK BUTTERFLY,0.7071,2
18098A,85024A,CRYSTAL SMALL JEWELLED PHOTOFRAME,0.7071,3
18098A,85232C,RUSSIAN FOLKART STACKING TINS,0.7071,4
18098A,90100,NECKLACE+BRACELET SET PINK DAISY,0.5625,5
18098A,21225,POCKET MIRROR BUTTERFLY,0.5,6
18098A,90011A,MIDNIGHT BLUE CRYSTAL DROP EARRINGS,0.5,7
18098A,84559A,3D SHEET OF DOG STICKERS,0.4959,8
18098A,84559B,3D SHEET OF CAT STICKERS,0.42,9
18098A,90096,NECKLACE+BRACELET SET BLUE BLOSSOM,0.3548,10
18098B,84255A,PINK GLASS COCKTAIL LAMP,0.4082,1
18098B,46775A,BUBBLE GUM CHUNKY KNITTED THROW,0.3849,2
18098B,35911B,PINK/FLOWER RABBIT EGG WARMER,0.3568,3
18098B,81985A,"ICON ALARM CLOCK,FUSCHIA  PIN UP",0.3349,4
18098B,84510B,SET OF 4 FAIRY CAKES COASTERS,0.2782,5
18098B,44265,M/COLOUR POM-POM CURTAIN,0.2722,6
18098B,47504J,ENGLISH ROSE SET/3 GARDEN TOOLS,0.2582,7
18098B,84876C,SILVER HEART COMPACT MIRROR,0.2462,8
18098B,84575B,BROWN DOG CANNISTER W BONE,0.2357,9
18098B,47591C,BLUE FAIRY CAKE CHILD'S APRON,0.1772,10
18098C,21846,PINK DIAMANTE PEN IN GIFT BOX,0.6337,1
18098C,21033,JUMBO BAG CHARLIE AND LOLA TOYS,0.601,2
18098C,72800C,S/4 PINK DINNER CANDLE SILVER FLOCK,0.5993,3
18098C,17001,HEAVENS SCENT FRAGRANCE OILS ASSTD,0.5845,4
18098C,72225C,LAVENDER SCENT CAKE CANDLE,0.5819,5
18098C,84402B,PURPLE DRESS JEWELLERY STAND,0.5815,6
18098C,17013C,ORIGAMI LAVENDER INCENSE IN TUBE,0.5798,7
18098C,84720,DOT MATRIX CANVAS ART PICTURE,0.5739,8
18098C,75011,BLUE DAISY MOBILE,0.5725,9
18098C,84509E,CAROUSEL PLACEMATS,0.5721,10
20615,84908A,PINK 5 PATCH FLOWER CUSHION COVER,0.8224,1
20615,35816B,"ACRYLIC JEWEL ANGEL,BLUE",0.8223,2
20615,17011C,ORIGAMI LAVENDER INCENSE+FLOWER,0.8222,3
20615,17011E,ORIGAMI OPIUM SCENT INCENSE+FLOWER,0.8222,4
20615,22864,MUG AND COASTER SET RED CIRCLES,0.8222,5
20615,35822B,"ACRYLIC BEAD CHAIN, BLUE",0.8222,6
20615,35822P,"ACRYLIC BEAD CHAIN, PINK",0.8222,7
20615,79308B,MOSAIC CANDLE DISH BLUE PURPLE,0.8222,8
20615,84857B,BLUE MONTE CARLO HANDBAG,0.8222,9
20615,84908B,BLUE 5 PATCH FLOWER CUSHION COVER,0.8222,10
20616,20615,BLUE SPOTTY PASSPORT COVER,0.7988,1
20616,72800A,S/4 BLACK DINNER CANDLE SILVER FLOC,0.7834,2
20616,84908A,PINK 5 PATCH FLOWER CUSHION COVER,0.7768,3
20616,35816B,"ACRYLIC JEWEL ANGEL,BLUE",0.7763,4
20616,17011C,ORIGAMI LAVENDER INCENSE+FLOWER,0.7762,5
20616,17011E,ORIGAMI OPIUM SCENT INCENSE+FLOWER,0.7762,6
20616,22864,MUG AND COASTER SET RED CIRCLES,0.7762,7
20616,35822B,"ACRYLIC BEAD CHAIN, BLUE",0.7762,8
20616,35822P,"ACRYLIC BEAD CHAIN, PINK",0.7762,9
20616,79308B,MOSAIC CANDLE DISH BLUE PURPLE,0.7762,10
20617,20622,VIPPASSPORT COVER,0.9424,1
20617,21637,ASSORTED SANSKRIT MINI NOTEBOOK,0.8591,2
20617,84934,ASSTD DESIGN POP ART SLIM PEN,0.8312,3
20617,20772,GARDEN PATH JOURNAL,0.6815,4
20617,20770,ABSTRACT CIRCLE JOURNAL,0.6302,5
20617,20768,GREEN FERN JOURNAL,0.6208,6
20617,20767,BLUE PAISLEY JOURNAL,0.6017,7
20617,20769,DAISY JOURNAL,0.5045,8
20617,20978,36 PENCILS TUBE SKULLS,0.4152,9
20617,20766,GARDEN PATH SKETCHBOOK,0.3126,10
20618,20895,VINTAGE NOTEBOOK FRENCH LETTER,0.5056,1
20618,20655,QUEEN OF SKIES LUGGAGE TAG,0.3828,2
20618,82001S,VINYL RECORD FRAME SILVER,0.2935,3
20618,20660,VIP LUGGAGE TAG,0.2927,4
20618,21865,PINK UNION JACK  PASSPORT COVER,0.2694,5
20618,85163B,BLACK BAROQUE WALL CLOCK,0.2691,6
20618,85095,THREE CANVAS LUGGAGE TAGS,0.2625,7
20618,17191A,ROSE FLOWER CANDLE+INCENSE 16X16CM,0.2604,8
20618,22412,METAL SIGN NEIGHBOURHOOD WITCH,0.2597,9
20618,20659,ECONOMY LUGGAGE TAG,0.2567,10
20619,72753A,S/3 FLWR FAIRY LILLY CANDLES,0.948,1
20619,85024B,EAU DE NILE JEWELLED PHOTOFRAME,0.9464,2
20619,84984B,RED PEONY DES C/COVER,0.9436,3
20619,84908A,PINK 5 PATCH FLOWER CUSHION COVER,0.9429,4
20619,35816B,"ACRYLIC JEWEL ANGEL,BLUE",0.9428,5
20619,17011C,ORIGAMI LAVENDER INCENSE+FLOWER,0.9427,6
20619,17011E,ORIGAMI OPIUM SCENT INCENSE+FLOWER,0.9427,7
20619,22864,MUG AND COASTER SET RED CIRCLES,0.9427,8
20619,35822B,"ACRYLIC BEAD CHAIN, BLUE",0.9427,9
20619,35822P,"ACRYLIC BEAD CHAIN, PINK",0.9427,10
20620,20721,OWLS CHARLOTTE BAG,1.0,1
20620,35945,GOLD CHRISTMAS STOCKING DECORATION,1.0,2
20620,84311,CAMOFLAGE CUSHION COVER,1.0,3
20620,85043,RED HEART CANDY POP LIGHTS,1.0,4
20620,85171,S/2 HYACINTH BULB CANDLES,1.0,5
20620,84030C,KNITTED RAINBOW HOT WATER BOTTLE,0.9431,6
20620,85095,THREE CANVAS LUGGAGE TAGS,0.8572,7
20620,84030B,KNITTED POM POM HOT WATER BOTTLE,0.8321,8
20620,21927,BLUE/CREAM STRIPE CUSHION COVER,0.8254,9
20620,85225,BLING KEY RING STAND,0.8193,10
20621,20895,VINTAGE NOTEBOOK FRENCH LETTER,0.2181,1
20621,20618,QUEEN OF THE SKIES PASSPORT COVER,0.1526,2
20621,90214S,"LETTER ""S"" BLING KEY RING",0.143,3
20621,90214A,"LETTER ""A"" BLING KEY RING",0.1417,4
20621,90214C,"LETTER ""C"" BLING KEY RING",0.1411,5
20621,90214J,"LETTER ""J"" BLING KEY RING",0.1368,6
20621,90214I,"LETTER ""I"" BLING KEY RING",0.1345,7
20621,22422,TOOTHPASTE TUBE PEN,0.1316,8
20621,21480,PINK STRIPE HOT WATER BOTTLE,0.1315,9
20621,90214D,"LETTER ""D"" BLING KEY RING",0.1301,10
20622,20617,FIRST CLASS PASSPORT COVER,0.9424,1
20622,21637,ASSORTED SANSKRIT MINI NOTEBOOK,0.8304,2
20622,84934,ASSTD DESIGN POP ART SLIM PEN,0.8088,3
20622,20772,GARDEN PATH JOURNAL,0.7571,4
20622,20768,GREEN FERN JOURNAL,0.7314,5
20622,20770,ABSTRACT CIRCLE JOURNAL,0.7165,6
20622,20767,BLUE PAISLEY JOURNAL,0.7073,7
20622,20769,DAISY JOURNAL,0.6535,8
20622,20761,BLUE PAISLEY SKETCHBOOK,0.4684,9
20622,20766,GARDEN PATH SKETCHBOOK,0.4583,10
20652,20657,TROPICAL LUGGAGE TAG,0.9791,1
20652,20731,POSY CANDY BAG,0.9764,2
20652,20993,JAZZ HEARTS MEMO PAD,0.9703,3
20652,17109C,FLOWER FAIRY INCENSE ROSE,0.953,4
20652,17109B,FLOWER FAIRY INCENSE LAVENDER,0.9515,5
20652,20653,CHERRY BLOSSOM LUGGAGE TAG,0.9438,6
20652,20778,GARDEN PATH NOTEBOOK,0.9437,7
20652,47504E,ENGLISH ROSE SCISSORS,0.9436,8
20652,20773,BLUE PAISLEY NOTEBOOK,0.9436,9
20652,47503E,ASS FLORAL PRINT SCISSORS,0.9435,10
20653,37351,ORANGE FLOWER MUG,0.9998,1
20653,20800,LARGE GLASS SUNDAE DISH CLEAR,0.9998,2
20653,37352,BIRD IN TREE MUG,0.9998,3
20653,47503E,ASS FLORAL PRINT SCISSORS,0.9998,4
20653,37379B,BLUE CHERRY BLOSSOM CUP & SAUCER,0.9998,5
20653,16044,POP-ART FLUORESCENT PENS,0.9998,6
20653,20776,ABSTRACT CIRCLES NOTEBOOK,0.9998,7
20653,20775,DAISY NOTEBOOK,0.9998,8
20653,21092,SET/6 STRAWBERRY PAPER PLATES,0.9998,9
20653,20774,GREEN FERN NOTEBOOK,0.9998,10
20654,22266,EASTER DECORATION HANGING BUNNY,0.6376,1
20654,84683,CLASSICAL ROSE CANDLESTAND,0.6325,2
20654,20678,LARGE BLACK DIAMANTE HAIRSLIDE,0.627,3
20654,90076,MONTANA DIAMOND CLUSTER EARRINGS,0.627,4
20654,90141D,ROSE PENDANT TRIPLE SHELL NECKLACE,0.627,5
20654,90177A,CLASSIC DIAMANTE EARRINGS JET,0.6185,6
20654,84867A,PINK BABY GIRLS PHOTO ALBUM,0.6164,7
20654,35912B,WHITE/PINK CHICK DECORATION,0.6152,8
20654,90101,WHITE FRANGIPANI NECKLACE,0.6104,9
20654,90118,PINK DAISY BAG CHARM,0.6103,10
20655,85163B,BLACK BAROQUE WALL CLOCK,0.8187,1
20655,47422,ASSORTED MONKEY SUCTION CUP HOOK,0.7795,2
20655,84673A,PINK FLY SWAT,0.7729,3
20655,72780,BLACK SILOUETTE CANDLE PLATE,0.7088,4
20655,46118,FUNKY MONKEY CUSHION COVER,0.6914,5
20655,40001,WHITE BAMBOO RIBS LAMPSHADE,0.6781,6
20655,75178,ASSTD COL BUTTERFLY/CRYSTAL W/CHIME,0.6605,7
20655,84387A,BIRD ON BRANCH CANVAS SCREEN,0.6603,8
20655,79144C,PAINTED LIGHTBULB RAINBOW DESIGN,0.6576,9
20655,84858A,NATURAL RIVIERA HANDBAG,0.6558,10
20657,20993,JAZZ HEARTS MEMO PAD,0.9937,1
20657,20731,POSY CANDY BAG,0.9885,2
20657,21085,SET/6 WOODLAND PAPER CUPS,0.9851,3
20657,17109B,FLOWER FAIRY INCENSE LAVENDER,0.985,4
20657,21091,SET/6 WOODLAND PAPER PLATES,0.9846,5
20657,17109C,FLOWER FAIRY INCENSE ROSE,0.9835,6
20657,20729,RED SPOTTY CANDY BAG,0.9834,7
20657,20653,CHERRY BLOSSOM LUGGAGE TAG,0.9827,8
20657,20778,GARDEN PATH NOTEBOOK,0.9827,9
20657,47503E,ASS FLORAL PRINT SCISSORS,0.9827,10
20658,22627,MINT KITCHEN SCALES,0.4794,1
20658,21741,COSY SLIPPER SHOES LARGE GREEN,0.4538,2
20658,22503,CABIN BAG VINTAGE PAISLEY,0.434,3
20658,85049B,LUSH GREENS RIBBONS,0.4339,4
20658,22589,CARDHOLDER GINGHAM STAR,0.4158,5
20658,20665,RED SPOTTY PURSE,0.4016,6
20658,21658,GLASS  BEURRE DISH,0.3909,7
20658,22410,MONEY BOX HOUSEKEEPING DESIGN,0.361,8
20658,85049C,ROMANTIC PINKS RIBBONS,0.3586,9
20658,22625,RED KITCHEN SCALES,0.3509,10
20659,72140E,BEST DAD CANDLE LETTERS,0.4258,1
20659,75178,ASSTD COL BUTTERFLY/CRYSTAL W/CHIME,0.405,2
20659,84387A,BIRD ON BRANCH CANVAS SCREEN,0.4043,3
20659,71510,SQUARE METAL CANDLEHOLDER BASE,0.404,4
20659,84858A,NATURAL RIVIERA HANDBAG,0.4016,5
20659,72793,BLACK BOX MIRROR LANTERN,0.4013,6
20659,21367,MIRRORED WALL ART GENTS,0.3996,7
